# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = test_model
# start_datetime = 2026-03-26 06:32:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 805450934 (Default)
# output
#   file = results.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,kappa,theta.1,theta.2,theta.3
# Adaptation terminated
# Step size = 0.550906
# Diagonal elements of inverse mass matrix:
# 0.0903216, 0.560335, 0.0143741, 0.00762163, 0.00798517
-849.65543,0.97557062,0.55090594,3,7,0,852.80065,0.25471269,22.727444,0.2283458,0.3080932,0.32962431
-849.94648,0.99704121,0.55090594,3,7,0,850.45587,0.27131358,17.823365,0.30812216,0.30012132,0.28284945
-855.35282,0.78930215,0.55090594,3,7,0,857.93169,0.44206525,9.1800416,0.31763072,0.33990833,0.27503976
-853.23855,0.98097098,0.55090594,3,7,0,856.90364,0.22043941,42.656426,0.24755329,0.29137796,0.35121392
-849.70692,1,0.55090594,3,7,0,854.49968,0.31951901,13.037978,0.27255229,0.31470456,0.34017018
-848.8976,1,0.55090594,3,7,0,850.87591,0.30024521,22.119999,0.28790178,0.3318838,0.31149399
-851.25466,0.78959071,0.55090594,2,3,0,853.0601,0.31011505,27.528963,0.29797152,0.3338772,0.34302441
-850.72183,1,0.55090594,3,7,0,851.70001,0.27287199,20.726179,0.22842889,0.28255858,0.27289563
-850.98868,0.99642781,0.55090594,3,7,0,853.00403,0.31233474,22.55944,0.29942351,0.34140576,0.33216423
-850.79264,0.86490738,0.55090594,3,7,0,856.26049,0.30068968,41.443613,0.26137564,0.26207526,0.32531562
-853.28856,0.84921839,0.55090594,3,7,0,855.5028,0.22265844,5.7900663,0.21062745,0.33614298,0.29880547
-852.21424,0.99454089,0.55090594,3,7,0,854.12966,0.36378461,18.981947,0.32118505,0.27059758,0.31370133
-848.58478,1,0.55090594,3,7,0,852.31206,0.25348972,24.801008,0.25136869,0.32683985,0.30489365
-849.89992,0.95843519,0.55090594,3,7,0,850.81629,0.23196121,9.3344134,0.28135022,0.33072721,0.30322133
-848.42514,0.98171766,0.55090594,3,7,0,850.5852,0.29120504,29.811353,0.25529948,0.2782,0.31014953
-849.56183,0.96497688,0.55090594,3,7,0,850.27708,0.27609833,18.883056,0.26841721,0.34246508,0.29560277
-849.37078,0.98224045,0.55090594,3,7,0,852.04607,0.29585236,20.643736,0.28479063,0.27288633,0.32189211
-848.8835,0.99306235,0.55090594,2,3,0,849.79132,0.29771376,21.788334,0.27544979,0.28169894,0.32860127
-849.81145,0.83869505,0.55090594,3,7,0,852.96646,0.25015014,41.844725,0.23960765,0.28423424,0.28152781
-847.66925,0.89764819,0.55090594,2,7,0,854.29694,0.28841262,35.085911,0.26478465,0.30307307,0.30057197
-850.25092,0.80513457,0.55090594,3,7,0,851.31402,0.31122256,57.266134,0.27433115,0.31591262,0.33587471
-853.38387,0.75640717,0.55090594,3,7,0,855.20361,0.28384814,6.1943785,0.264907,0.32051677,0.25501762
-848.3397,1,0.55090594,3,7,0,854.08077,0.25884264,24.418576,0.25338776,0.29507759,0.28475727
-850.60693,0.90428814,0.55090594,2,7,0,851.3264,0.29070543,13.229986,0.29879672,0.30882128,0.34218658
-851.14739,0.99476923,0.55090594,3,7,0,851.94444,0.27597878,34.237675,0.22711829,0.29607372,0.26736835
-851.20534,0.99599799,0.55090594,3,7,0,853.67938,0.24159647,11.066999,0.24113947,0.31446053,0.34687696
-849.68398,0.96404339,0.55090594,3,7,0,853.09281,0.22758904,14.13122,0.29124222,0.31744302,0.28794626
-849.49404,0.89224671,0.55090594,2,7,0,853.16175,0.3254376,9.3160746,0.26822177,0.28012467,0.31989617
-848.9073,0.98041378,0.55090594,3,7,0,851.07266,0.31638249,18.46388,0.30096805,0.29599576,0.29625358
-849.16072,0.92099127,0.55090594,3,7,0,852.09425,0.26107531,31.269476,0.2557845,0.31697271,0.27724449
-849.5436,0.99532645,0.55090594,3,7,0,850.43123,0.2372897,23.389401,0.25538953,0.3076891,0.27239673
-849.30423,0.98018301,0.55090594,3,7,0,851.65663,0.22212188,19.339258,0.23876073,0.2789303,0.30343734
-849.94038,0.97984208,0.55090594,3,7,0,851.17696,0.33931036,20.442835,0.26044284,0.34564715,0.31265575
-849.38262,0.92786201,0.55090594,3,7,0,852.8368,0.22900152,17.186289,0.24209708,0.29249591,0.32865616
-849.94184,0.96767248,0.55090594,3,7,0,851.61754,0.26018245,6.4388408,0.27537918,0.32705883,0.29925325
-850.68664,0.93494011,0.55090594,3,7,0,853.30123,0.34088057,47.158951,0.28368542,0.31207877,0.34220569
-850.39472,1,0.55090594,3,7,0,851.26674,0.24468204,13.552936,0.24250567,0.29271069,0.26949488
-849.81545,0.98041896,0.55090594,3,7,0,852.0528,0.33307037,30.873872,0.28152167,0.31393929,0.34190643
-849.17263,0.99986166,0.55090594,3,7,0,851.12946,0.29284673,13.469662,0.26493144,0.33668615,0.30107875
-848.17273,1,0.55090594,2,3,0,849.29784,0.27870673,15.032405,0.26353396,0.32109509,0.31172582
-849.3048,0.94569961,0.55090594,3,7,0,850.42464,0.27953647,30.463312,0.23940001,0.30265138,0.27694569
-848.15559,0.79782422,0.55090594,2,3,0,853.21755,0.28582585,12.745327,0.25162006,0.30849826,0.2986529
-850.80383,0.85537748,0.55090594,2,3,0,852.25982,0.28807898,50.836353,0.26032898,0.3121466,0.34540125
-850.21366,1,0.55090594,3,7,0,851.88397,0.2824684,10.850963,0.26631042,0.29572214,0.26923759
-849.67212,0.98082703,0.55090594,3,7,0,852.31508,0.32591089,33.522334,0.28162559,0.31479091,0.34018989
-850.97139,0.90793857,0.55090594,2,3,0,851.79874,0.2820623,30.747602,0.30034831,0.32483693,0.34109881
-850.44702,0.94740052,0.55090594,3,7,0,853.50671,0.22323934,6.3815929,0.24842863,0.29135734,0.28281346
-849.64126,0.98777087,0.55090594,3,7,0,851.96606,0.30696934,56.999725,0.28508612,0.31621076,0.32446621
-852.41827,0.7447404,0.55090594,2,3,0,852.8407,0.26986029,70.501327,0.29648803,0.32309972,0.32880536
-851.60182,1,0.55090594,3,7,0,854.16416,0.2928491,6.5747251,0.21517383,0.28779189,0.29441825
-849.31574,0.98541103,0.55090594,3,7,0,854.2034,0.31412831,32.341413,0.30084837,0.31933504,0.32418167
-850.64731,0.91286383,0.55090594,3,7,0,852.13208,0.28682424,46.244927,0.2673892,0.33631674,0.33317469
-848.37286,0.95624229,0.55090594,2,7,0,851.62326,0.25139104,22.559923,0.25025168,0.31840886,0.3158204
-847.64169,0.99391525,0.55090594,2,7,0,848.80405,0.30488009,25.569727,0.27375852,0.30975775,0.30159335
-848.57063,0.94597193,0.55090594,2,3,0,848.71245,0.30460624,16.628164,0.29207142,0.31061762,0.31990597
-848.69799,0.91134198,0.55090594,3,7,0,852.25009,0.29654817,39.474194,0.28720649,0.290076,0.32057843
-849.42799,0.89016902,0.55090594,3,7,0,850.44186,0.31310206,7.0176685,0.27436585,0.28980789,0.31713462
-848.50442,0.99716855,0.55090594,3,7,0,850.13281,0.3314901,24.556495,0.27080441,0.28850714,0.3226942
-853.59478,0.71109589,0.55090594,2,7,0,854.31717,0.36444629,2.3751818,0.30679242,0.28574944,0.29678089
-850.70445,0.87244071,0.55090594,2,7,0,859.25726,0.24198506,8.5799586,0.23794627,0.32217508,0.27858131
-853.91015,0.94784081,0.55090594,3,7,0,856.2635,0.5235511,10.714548,0.26988187,0.32399802,0.317201
-852.93379,0.99456172,0.55090594,3,7,0,854.43278,0.13969672,19.054591,0.24312845,0.27846412,0.28294258
-852.02501,1,0.55090594,3,7,0,855.0904,0.43373782,16.491858,0.29085511,0.28203872,0.32571846
-852.46627,0.99442944,0.55090594,3,7,0,855.34183,0.41855026,3.1110202,0.25722982,0.27835143,0.30861496
-850.49843,0.90571981,0.55090594,3,7,0,854.70375,0.31316114,11.339069,0.23994883,0.34285323,0.29919818
-849.27846,0.99237175,0.55090594,3,7,0,851.75476,0.21995284,24.883259,0.28073135,0.29183118,0.3192319
-848.79441,0.87134239,0.55090594,3,7,0,853.12846,0.30919811,22.508093,0.26911602,0.28201428,0.32769313
-849.03437,0.99233992,0.55090594,3,7,0,849.46898,0.2907655,28.300744,0.26777611,0.32338585,0.27928976
-850.87613,0.84723573,0.55090594,2,3,0,851.72208,0.29752843,64.945262,0.26559039,0.32959129,0.28309042
-851.09794,1,0.55090594,3,7,0,853.35049,0.30044674,13.859155,0.23916452,0.27317148,0.33984953
-850.78516,0.9572483,0.55090594,3,7,0,854.31146,0.14823104,12.389357,0.2564766,0.30276502,0.29489073
-850.63224,0.93651442,0.55090594,3,7,0,854.13175,0.3584206,10.983968,0.28827192,0.33447073,0.32787988
-850.7997,0.95961027,0.55090594,3,7,0,854.16286,0.19650904,25.442626,0.23779139,0.27321019,0.28887588
-849.44841,0.7720855,0.55090594,3,7,0,854.69036,0.36894539,27.125067,0.25529956,0.30664873,0.3262813
-850.10261,0.78910671,0.55090594,3,7,0,851.7043,0.18221186,10.393115,0.27453478,0.3145779,0.29131222
-848.61119,0.98426288,0.55090594,3,7,0,852.07608,0.32058177,17.913232,0.26586353,0.2812603,0.31856542
-848.59967,0.98922721,0.55090594,2,7,0,849.24445,0.34312321,13.946936,0.26313201,0.29555774,0.3213262
-848.46918,0.99186731,0.55090594,3,7,0,849.70978,0.26801758,25.226919,0.29581403,0.29976243,0.29841941
-848.71564,0.98047375,0.55090594,3,7,0,849.46992,0.28494121,13.116935,0.23485238,0.30448899,0.31439949
-849.21217,0.98565412,0.55090594,3,7,0,850.30164,0.34769505,11.260975,0.28017523,0.32406317,0.29813596
-850.0764,0.95140637,0.55090594,3,7,0,851.60237,0.26660514,24.197767,0.26129235,0.27426147,0.33819442
-851.47124,0.93219042,0.55090594,3,7,0,853.29435,0.30051974,16.452131,0.25301074,0.2956505,0.25755444
-849.72957,0.99223712,0.55090594,2,7,0,852.27447,0.29773398,15.052317,0.260328,0.28788012,0.27271987
-848.36923,0.98752177,0.55090594,3,7,0,850.85674,0.24171344,23.589546,0.27401472,0.31606671,0.2969577
-848.19827,0.96545571,0.55090594,3,7,0,849.54699,0.29178641,21.385883,0.29391756,0.30243879,0.31035545
-849.3957,0.86744591,0.55090594,3,7,0,851.28847,0.31590495,10.984688,0.29812398,0.28823562,0.30546502
-849.5478,0.99932312,0.55090594,3,7,0,850.80986,0.26713907,19.548354,0.2289365,0.32764392,0.31535677
-849.46228,0.99525002,0.55090594,3,7,0,850.50297,0.23568423,13.195765,0.2390029,0.31620968,0.32511044
-848.49579,0.83811108,0.55090594,3,7,0,855.65814,0.29201061,28.22443,0.24489097,0.32180964,0.29374367
-849.45352,0.81226509,0.55090594,3,7,0,853.04269,0.3335379,9.3497367,0.27680912,0.29189819,0.32720534
-849.15049,0.98326382,0.55090594,3,7,0,851.14615,0.23424379,42.527307,0.2640519,0.29584466,0.28942721
-848.41772,0.51954729,0.55090594,3,7,0,852.76031,0.27673148,14.309179,0.27620581,0.30114638,0.2873876
-848.41951,0.97680457,0.55090594,3,7,0,850.23333,0.319307,28.232696,0.26947252,0.31936241,0.32517681
-848.97353,0.96026268,0.55090594,2,3,0,849.36589,0.27511747,20.896352,0.26283957,0.3190618,0.33404383
-849.5772,0.87708896,0.55090594,2,7,0,851.85804,0.40129091,11.8075,0.27648784,0.30033211,0.30348406
-849.89001,0.97648715,0.55090594,3,7,0,851.36118,0.29959872,10.217125,0.30954178,0.29728781,0.3037725
-849.44233,0.98776813,0.55090594,3,7,0,851.33294,0.26278312,45.197633,0.24909399,0.27463676,0.29477203
-850.90472,0.69155488,0.55090594,3,7,0,853.3408,0.26893338,3.2220814,0.27713721,0.31104554,0.31372305
-848.25417,0.9912316,0.55090594,3,7,0,851.6553,0.31572579,36.132429,0.28307161,0.31441726,0.29912665
-848.95289,0.86696357,0.55090594,3,7,0,850.41678,0.24796763,13.05463,0.24055084,0.28315575,0.30732312
-851.13151,0.84883214,0.55090594,3,7,0,852.79977,0.41663472,11.12837,0.29401295,0.33116308,0.30281375
-850.15894,0.97906396,0.55090594,3,7,0,853.19534,0.29061721,11.880015,0.23250688,0.27317596,0.29672498
-850.57437,0.99092492,0.55090594,3,7,0,852.90171,0.28858145,49.008664,0.29621965,0.33567812,0.3171093
-849.93791,1,0.55090594,3,7,0,852.5315,0.31781521,15.799208,0.23738287,0.32918235,0.28495488
-850.16674,0.96256472,0.55090594,3,7,0,853.274,0.22327863,30.655566,0.29255051,0.27826937,0.29494639
-850.15193,0.9705821,0.55090594,3,7,0,852.93629,0.19852705,22.498315,0.28909958,0.28905259,0.31308876
-850.90883,0.92158138,0.55090594,3,7,0,853.06457,0.39280209,14.622354,0.2412013,0.33657654,0.30610391
-851.05686,0.98643562,0.55090594,3,7,0,853.84962,0.25298003,21.361832,0.22779157,0.32381049,0.33966362
-850.77688,1,0.55090594,1,1,0,851.21812,0.2643501,20.506543,0.22781427,0.32351695,0.3383488
-850.12276,0.91370857,0.55090594,3,7,0,854.72758,0.25375207,10.249496,0.29870284,0.28990312,0.28560361
-849.95343,1,0.55090594,3,7,0,851.01211,0.23659483,12.678385,0.23693716,0.32451722,0.32562424
-849.98254,0.97568263,0.55090594,3,7,0,852.19505,0.2322325,15.594046,0.3028429,0.28608855,0.29279949
-849.39942,0.99717735,0.55090594,3,7,0,851.08422,0.28621135,23.676513,0.23134163,0.32025523,0.3260586
-849.66788,0.86691651,0.55090594,3,7,0,852.75632,0.30338552,12.782517,0.29748003,0.28953637,0.28575306
-848.85377,0.9594176,0.55090594,2,3,0,851.03964,0.27797431,11.896679,0.2874007,0.31119858,0.29124186
-858.98568,0.50917943,0.55090594,2,7,0,859.68163,0.26201843,0.8743649,0.30059001,0.29829913,0.35906
-857.12902,1,0.55090594,2,7,0,861.64279,0.22348802,0.92807199,0.30232841,0.33043196,0.33168094
-854.51894,1,0.55090594,3,7,0,858.86008,0.27047312,106.03345,0.25249486,0.27189688,0.27702973
-854.51894,0.17481323,0.55090594,1,1,0,857.69632,0.27047312,106.03345,0.25249486,0.27189688,0.27702973
-851.17487,1,0.55090594,3,7,0,856.77799,0.30354367,7.2291208,0.31775013,0.31268589,0.31232003
-851.38424,0.94996829,0.55090594,3,7,0,856.01408,0.33343454,68.604655,0.25675697,0.29126999,0.29208368
-850.86085,1,0.55090594,3,7,0,852.96531,0.22805055,6.8531463,0.2675087,0.30967359,0.27270872
-848.37963,0.99429705,0.55090594,3,7,0,852.0203,0.28205289,32.795603,0.24917276,0.29852175,0.32505786
-848.89356,0.91139078,0.55090594,3,7,0,850.67925,0.25159799,10.583594,0.26422018,0.31810326,0.29085762
-848.63597,0.97516812,0.55090594,3,7,0,850.99315,0.21487495,17.719735,0.26348513,0.29297428,0.31204548
-848.5431,0.97582809,0.55090594,2,7,0,849.51226,0.23436075,13.514149,0.28006984,0.30729023,0.30948118
-848.57378,0.97032205,0.55090594,3,7,0,849.58225,0.35979912,13.649151,0.26313263,0.29810478,0.3062253
-847.81459,0.91628528,0.55090594,2,3,0,849.76946,0.32107273,24.67152,0.2587531,0.29846933,0.31173418
-848.79406,0.940924,0.55090594,3,7,0,850.11076,0.26854346,21.349417,0.28957308,0.28704012,0.28882394
-848.77114,0.94931686,0.55090594,3,7,0,851.62392,0.34473465,19.588683,0.25353543,0.32612168,0.31224489
-848.21368,0.92230144,0.55090594,3,7,0,851.71829,0.27663915,16.442866,0.27501216,0.2842646,0.30275107
-848.68786,0.82086927,0.55090594,3,7,0,855.00368,0.30345563,36.390929,0.25322965,0.32515899,0.3185824
-850.65616,0.72971973,0.55090594,3,7,0,853.30977,0.30358672,6.7218809,0.27230796,0.27489829,0.3269469
-851.55544,0.99282699,0.55090594,3,7,0,852.87266,0.39205563,4.5865491,0.27546345,0.29009269,0.33060079
-849.20136,0.93644092,0.55090594,3,7,0,853.5722,0.34734506,25.13248,0.27535312,0.32034446,0.33171283
-848.80746,0.99194756,0.55090594,3,7,0,849.94396,0.23120665,18.015561,0.25254119,0.28742896,0.28744163
-848.12056,0.92115766,0.55090594,3,7,0,851.47725,0.33720016,25.459373,0.27012021,0.31446258,0.31519797
-853.44991,0.62295779,0.55090594,3,7,0,855.53512,0.38489305,57.38946,0.2530895,0.31758403,0.29461837
-851.63249,1,0.55090594,3,7,0,854.33148,0.25963535,4.2736456,0.27028809,0.33414532,0.32621488
-848.79773,0.92715115,0.55090594,3,7,0,854.18261,0.31932522,35.66461,0.29719011,0.29813225,0.31801347
-848.57408,0.92092416,0.55090594,3,7,0,850.98081,0.3063323,11.577879,0.24792693,0.31721658,0.30147462
-849.20702,0.93577622,0.55090594,3,7,0,851.49286,0.30611565,14.682339,0.27313418,0.29333706,0.33629454
-850.99658,0.87574807,0.55090594,3,7,0,852.80462,0.43141309,6.912683,0.26574986,0.31679398,0.32364363
-850.03733,0.96327048,0.55090594,3,7,0,853.27102,0.17289574,17.084239,0.26863329,0.2950466,0.2957954
-850.01822,0.96403309,0.55090594,3,7,0,851.55702,0.407308,20.826749,0.2667608,0.31339505,0.3192047
-849.96879,0.99514299,0.55090594,3,7,0,852.37301,0.33100336,19.241038,0.25986801,0.34632864,0.29970233
-848.48888,0.80609251,0.55090594,2,3,0,854.15594,0.25692394,14.596439,0.25454279,0.32306548,0.31124054
-848.69142,0.95729462,0.55090594,3,7,0,850.43679,0.32124523,31.562829,0.28626192,0.31400905,0.28848002
-848.64568,0.90988268,0.55090594,3,7,0,850.37993,0.26450235,16.015508,0.2390876,0.29289074,0.31975853
-849.28691,0.94801995,0.55090594,3,7,0,851.50071,0.31454778,35.129474,0.29971357,0.29384769,0.28853686
-849.83953,0.91387033,0.55090594,3,7,0,852.37153,0.32097682,13.089215,0.29778932,0.32230534,0.32767871
-850.12234,0.89832093,0.55090594,2,3,0,852.41393,0.33773505,11.267125,0.30580782,0.31200496,0.32487318
-848.68634,1,0.55090594,3,7,0,850.94002,0.30429061,33.877282,0.25193069,0.32507246,0.32008718
-849.93184,0.93436924,0.55090594,3,7,0,851.23405,0.33037287,24.143403,0.24373523,0.34103563,0.31510536
-849.56351,0.98982438,0.55090594,3,7,0,852.42616,0.29370524,25.330984,0.31588275,0.30993009,0.30866744
-848.36834,0.93802141,0.55090594,3,7,0,851.45826,0.29179222,32.371068,0.26254108,0.32101049,0.28922527
-848.46492,0.99201091,0.55090594,3,7,0,848.88782,0.27071175,23.963206,0.26608961,0.28580007,0.3257883
-851.62387,0.77500948,0.55090594,3,7,0,852.63951,0.42286904,6.6409283,0.22911788,0.31074576,0.30474873
-850.51474,0.95358359,0.55090594,3,7,0,853.85545,0.35357982,4.7567618,0.24032497,0.2987319,0.30813318
-848.3339,0.98532524,0.55090594,3,7,0,851.0007,0.27749676,32.68032,0.23766156,0.30987181,0.30739823
-848.8813,0.90329482,0.55090594,3,7,0,850.67014,0.31042027,24.772495,0.23680777,0.30520706,0.32614192
-848.13151,0.97339252,0.55090594,2,7,0,850.41636,0.30072966,18.706152,0.27487833,0.28552213,0.29975788
-848.66986,0.93255106,0.55090594,2,7,0,850.25413,0.24197707,22.591067,0.25651883,0.3225026,0.29174083
-848.92788,0.95380219,0.55090594,3,7,0,850.53048,0.2638355,15.134575,0.25029065,0.33170427,0.30415881
-849.32796,0.9712766,0.55090594,3,7,0,850.59176,0.2922974,46.943986,0.27432785,0.29921173,0.27819039
-848.58428,0.85196386,0.55090594,3,7,0,851.44378,0.26731462,16.290843,0.23207074,0.30049143,0.30838019
-848.68048,0.96628084,0.55090594,3,7,0,849.99922,0.24148388,28.568615,0.23453401,0.29686386,0.30025975
-848.69872,0.94752181,0.55090594,3,7,0,850.27268,0.31405093,15.111056,0.29253881,0.29034976,0.31269261
-848.43536,0.90752168,0.55090594,3,7,0,852.80284,0.22021428,21.538742,0.25959106,0.29310936,0.30036506
-849.05021,0.89248339,0.55090594,3,7,0,850.39195,0.37688333,13.132293,0.25954634,0.31483729,0.3020934
-848.72985,0.90861409,0.55090594,3,7,0,851.07517,0.35527703,30.579291,0.26466941,0.31273089,0.30034089
-848.57354,1,0.55090594,3,7,0,849.3949,0.22841262,16.719762,0.27071765,0.28961229,0.31491547
-850.99751,0.95248163,0.55090594,3,7,0,851.58941,0.35260421,35.34561,0.22331048,0.30308719,0.3136017
-850.64944,1,0.55090594,3,7,0,853.01484,0.24240335,5.6870905,0.29929631,0.29927703,0.31668199
-849.90473,1,0.55090594,3,7,0,851.12654,0.30381005,55.406477,0.23393779,0.30804831,0.30240206
-849.66511,1,0.55090594,3,7,0,850.60906,0.24706431,8.0586905,0.29537249,0.29544689,0.3048524
-848.7328,0.99534242,0.55090594,3,7,0,850.49914,0.27032944,10.44315,0.2693411,0.28523534,0.31377342
-847.94042,0.8867007,0.55090594,2,7,0,853.88989,0.290676,16.698315,0.26688894,0.31311597,0.29464692
-848.38382,0.98625863,0.55090594,3,7,0,848.93442,0.29701772,38.244784,0.29066333,0.29346804,0.3088422
-849.52127,0.81980339,0.55090594,3,7,0,850.78153,0.19349432,12.466089,0.24124637,0.30987961,0.29990765
-849.01593,0.99499776,0.55090594,3,7,0,850.17887,0.23104757,10.382659,0.24700089,0.28906858,0.29804833
-848.88792,0.95004497,0.55090594,3,7,0,852.0307,0.25255656,19.789682,0.29679528,0.31473477,0.30685535
-849.53811,0.90055301,0.55090594,3,7,0,850.74022,0.30966742,7.2248401,0.24317578,0.29497977,0.29474899
-847.6975,0.9839638,0.55090594,3,7,0,850.3891,0.28591357,36.221665,0.26725248,0.29970407,0.30823158
-848.49838,0.83591291,0.55090594,2,7,0,849.72989,0.24761306,17.654473,0.24294411,0.31825945,0.30118304
-848.82761,0.89750869,0.55090594,3,7,0,851.16862,0.30753584,22.357396,0.28226418,0.27528414,0.30316759
-848.53117,0.98750511,0.55090594,3,7,0,849.86167,0.28955286,14.743805,0.29515037,0.30096626,0.30305991
-848.14322,0.97126164,0.55090594,3,7,0,850.29245,0.25677715,25.882928,0.24508114,0.31385892,0.30093314
-848.05662,0.99579995,0.55090594,3,7,0,848.49106,0.30841726,21.568659,0.27983617,0.28928444,0.3135378
-847.76969,0.99196614,0.55090594,3,7,0,848.56461,0.27831011,26.077363,0.25818641,0.31642427,0.30128393
-848.37653,0.90423713,0.55090594,3,7,0,850.17246,0.29440442,15.477681,0.2524877,0.28500861,0.29709697
-848.59568,0.95368748,0.55090594,3,7,0,850.52792,0.24450201,16.149001,0.25172221,0.32330031,0.3096297
-849.61722,0.94807856,0.55090594,3,7,0,850.60283,0.28847542,10.196619,0.25880203,0.30870838,0.33758027
-849.591,0.89369538,0.55090594,3,7,0,853.72596,0.25561515,22.088787,0.28434525,0.33753336,0.30821666
-850.28311,0.99462037,0.55090594,3,7,0,851.47682,0.2156327,8.3881838,0.25181962,0.27190132,0.30704652
-849.51184,0.99184703,0.55090594,3,7,0,851.54534,0.37503948,26.532966,0.28887232,0.31493082,0.29722285
-850.05186,1,0.55090594,3,7,0,851.71249,0.18195851,17.038131,0.23549623,0.2920577,0.29973939
-850.05555,0.98675208,0.55090594,3,7,0,851.67554,0.2057691,19.900222,0.25270912,0.27209103,0.31711184
-848.63596,0.99528622,0.55090594,3,7,0,850.7406,0.31538658,14.15742,0.24462705,0.31442447,0.29372218
-850.40387,0.84952415,0.55090594,2,7,0,852.89201,0.22477964,11.721462,0.266252,0.29726551,0.3421386
-849.39054,1,0.55090594,3,7,0,850.83348,0.3396879,33.811381,0.24780165,0.29962754,0.28785903
-849.1714,0.89631262,0.55090594,3,7,0,851.19312,0.26235472,9.9461853,0.27483178,0.31720504,0.28723821
-848.32918,0.93935892,0.55090594,3,7,0,852.68295,0.25451446,23.642053,0.25270056,0.30420433,0.28501309
-848.21687,0.90914275,0.55090594,2,7,0,850.68048,0.25927545,11.549537,0.25592051,0.30579767,0.30072958
-847.65843,0.96173963,0.55090594,2,7,0,849.99954,0.28523164,21.973375,0.25464655,0.30193132,0.31408168
-848.58595,0.92912109,0.55090594,2,3,0,848.81823,0.29400792,11.77388,0.24889333,0.29973838,0.32199044
-848.26891,0.97880912,0.55090594,3,7,0,849.81892,0.29887114,41.974092,0.26662277,0.32022062,0.30524719
-848.36061,0.99074588,0.55090594,3,7,0,849.3843,0.30285142,13.401954,0.26807937,0.31947068,0.31742127
-850.08263,0.92906772,0.55090594,3,7,0,850.76255,0.34109937,10.620097,0.30547648,0.31977804,0.2989248
-848.13301,0.99657952,0.55090594,3,7,0,850.86403,0.25272392,16.345329,0.26948002,0.31252158,0.29523459
-848.26094,0.99654894,0.55090594,3,7,0,848.75269,0.30224086,30.412067,0.25276198,0.30479042,0.28736159
-849.0102,0.65256004,0.55090594,2,3,0,855.05186,0.28039133,9.2527719,0.25426134,0.28359258,0.29923599
-849.75001,0.9731901,0.55090594,2,3,0,850.09762,0.30483004,8.03886,0.2465072,0.28172898,0.29387206
-849.44377,0.99356048,0.55090594,3,7,0,851.66591,0.26746271,15.633055,0.25589537,0.32157949,0.33551093
-848.6097,1,0.55090594,3,7,0,850.29232,0.23516364,17.803739,0.24534574,0.30299086,0.288696
-849.2062,0.9387359,0.55090594,3,7,0,850.61302,0.37311637,17.304905,0.25305618,0.30755374,0.29355103
-849.33231,0.92588223,0.55090594,3,7,0,853.61303,0.33828722,24.44852,0.23358238,0.29051519,0.31010931
-850.13826,0.97569413,0.55090594,3,7,0,851.14479,0.22249227,18.026116,0.29325644,0.32721225,0.29232898
-849.60335,0.89454201,0.55090594,3,7,0,852.92685,0.31314041,15.424937,0.23227939,0.28609538,0.28926938
-850.09785,0.95167078,0.55090594,3,7,0,852.29455,0.23666181,27.65967,0.2991343,0.32087108,0.31757321
-849.25688,0.9646369,0.55090594,3,7,0,851.16557,0.34691917,7.2190559,0.26681119,0.31138788,0.31342542
-851.33204,0.87924957,0.55090594,2,7,0,855.47443,0.27601729,16.286344,0.26693554,0.25032594,0.30975589
-847.94721,0.99602834,0.55090594,3,7,0,852.09198,0.28998302,31.814766,0.28605017,0.30886859,0.30441847
-849.62223,0.78577647,0.55090594,3,7,0,852.41194,0.28917659,56.40128,0.26625623,0.326466,0.29194601
-857.40397,0.33939557,0.55090594,3,7,0,858.89404,0.38979381,1.66421,0.21189705,0.28081499,0.34174757
-850.19355,0.96443756,0.55090594,3,7,0,858.9956,0.21598931,35.75258,0.2906131,0.30202049,0.29412759
-848.70215,1,0.55090594,3,7,0,850.70048,0.31837818,16.390073,0.2501531,0.28543412,0.29337055
-850.61918,0.74816106,0.55090594,2,7,0,856.45961,0.29749908,17.146813,0.20952876,0.29240676,0.30841768
-849.14644,0.99909713,0.55090594,3,7,0,852.67428,0.26487753,27.013123,0.2686176,0.33764962,0.30577908
-849.0366,0.99571209,0.55090594,3,7,0,849.725,0.29877633,16.788085,0.26170626,0.27096842,0.3102628
